MAQUINAS E EQUIPAMENTO GRAFICOS,10133.44
MAQUINAS INSTALACOES E UTENS DE ESCRITORIO,328.0
MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS,435121.59
MATERIAIS E MEDICAMENTO P USO VETERINARIO,202830.9
MATERIAL BIBLIOGRAFICO,14723.73
MATERIAL BIOLOGICO,9031.67
MATERIAL DE ACONDICIONAMENTO E EMBALAGE,23650.51
MATERIAL DE CACA E PESCA,3525.0
MATERIAL DE CONSUMO,458320.69
MATERIAL DE COPA E COZINHA,87078.3
MATERIAL DE COUDELARIA OU DE USO ZOOTECNICO,23715.46
MATERIAL DE EXPEDIENTE,439928.9
MATERIAL DE LIMPEZA E PROD DE HIGIENIZACAO,194221.44
MATERIAL DE MANOBRA E PATRULHAMENTO,4706.56
MATERIAL DE PROCESSAMENTO DE DADO,187808.69
MATERIAL DE PROTECAO E SEGURANCA,18.0
MATERIAL DE SINALIZACAO VISUAL E OUTROS,6251.1
MATERIAL EDUCATIVO E ESPORTIVO,28329.78
MATERIAL ELETRICO E ELETRONICO,111672.1
MATERIAL FARMACOLOGICO,14139.3
MATERIAL HOSPITALAR,73046.91
MATERIAL LABORATORIAL,743501.13
MATERIAL ODONTOLOGICO,10946.13
MATERIAL P AUDIO VIDEO E FOTO,27663.38
MATERIAL P MANUT DE BEN IMOVEIS INSTALACOES,1060436.21
MATERIAL P MANUTENCAO DE BENS MOVEIS,43313.01
MATERIAL P MANUTENCAO DE VEICULOS,356565.65
MATERIAL P PRODUCAO INDUSTRIAL,4330.9
MATERIAL PARA COMUNICACOES,791.0
MATERIAL QUIMICO,111995.07
MOBILIARIO EM GERAL,3598688.1
MULTAS DEDUTIVEIS,41515.78
OBRAS EM ANDAMENTO,8901942.3
OUTRAS DESPESAS DE PESSOAL  TERCEIRIZACAO,469844.21
OUTROS BENEF ASSIST DO SERVIDOR E DO MILITAR,4390.86
OUTROS SERV DE TERCEIRO PJ PAGTO ANTECIPADO,6333.49
OUTROS SERVICOS DE TERCEIROS  PESSOA FISICA,46486.44
OUTROS SERVICOS DE TERCEIROS  PJ,59482.73
OUTROS SERVICOS DE TERCEIROS PESSOA JURIDICA,14120.93
PASSAGENS PARA O EXTERIOR,103542.23
PASSAGENS PARA O PAIS,213155.33
PATROCINIOS,15000.0
PECAS NAO INCORPORAVEI A IMOVEIS,300997.99
PENS INDENIZ ORIUND DEB  PERIOD VINC SENT JUD,3747.84
PENSOES CIVIS,45609833.15
PENSOES DO RPPS E DO MILITAR,242142.85
PESSOAL REQUISITADO DE OUTROS ENTES,202745.3
PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF,731268.49
PREMIACOES CULTURAIS,22000.0
PROVENTOS  PESSOAL CIVI,118675100.37
RESIDENCIA MEDICA,8490235.59
RESIDENCIA MULTPROFISSIONAL EM SAUDE,2915458.51
RESSARC DE DESPESAS DE PESSOAL REQUISITADO,52058.75
RESSARCIMENTO ASSISTENCIA MEDICA ODONTOLOGICA,14936875.84
RESSARCIMENTO DE PASSAGENS E DESP C LOCOMOCAO,1937.08
RESTITUICOES,649023.14
SALARIO CONTRATO TEMPORARIO,11630068.48
SEGUROS EM GERAL,251822.96
SEMENTES MUDAS DE PLANTAS E INSUMOS,167198.85
SENT JUD NAO TRANS JULG CARAT CONT AT CIVI,155066991.9
SENT JUD NAO TRANS JULG CARAT CONT PENS CIVIL,4988506.48
SENT JUD NAO TRANS JULG CARAT CONTINAT CI,35582483.16
SENTENCAS JUDICIAIS,112918.98
SERV DE APOIO ADMIN  TECNICO E OPERACIONA,12082978.25
SERV MEDICO  HOSPITAL ODONTOL E LABORATORIAIS,384704.37
SERVICO DE INCINERACAO DESTRUICAO DEMOLICAO,237741.73
SERVICO DE SELECAO E TREINAMENTO,5336563.77
SERVICOS BANCARIOS,108312.21
SERVICOS DE AGUA E ESGOTO,9481020.54
SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS,11302344.29
SERVICOS DE APOIO AO ENSINO,9557474.0
SERVICOS DE AUDIO  VIDEO E FOTO,26385.0
SERVICOS DE COMUNICACA EM GERAL,176124.6
SERVICOS DE COPA E COZINHA,102043.95
SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS,739208.4
SERVICOS DE ENERGIA ELETRICA,41915.16
SERVICOS DE PRODUCAO INDUSTRIAL,64561.43
SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA,6942.7
SERVICOS DE PUBLICIDADE INSTITUCIONAL,198848.41
SERVICOS DE PUBLICIDADE LEGAL,103.02
SERVICOS DE SOCORRO E SALVAMENTO,5307.84
SERVICOS DE TECNOLOGIA DA INFORMACAO,168676.09
SERVICOS DE TELECOMUNICACOES,715373.15
SERVICOS EXTRAORDINARIO,42774.22
SERVICOS GRAFICOS E EDITORIAIS,1670033.96
SERVICOS JUDICIARIOS,157.52
SERVICOS TECNICOS PROFISSIONAIS,6942706.07
SUPORTE DE INFRAESTRUTURA DE TI ,3224709.17
TAXAS,24826.04
UNIFORMES TECIDOS E AVIAMENTOS,14994.3
VANTAGENS PERM SENT JUD TRANS JU LGADO  CIVIL,323390.4
VANTAGENS PERMANENTE SENT TRANSIT JULG CIVIL,287744.28
VEICULOS DIVERSOS,5111.5
VENCIMENTOS E SALARIOS,175262359.61
VENCIMENTOS E VANTAGEN FIXAS  PESSOAL CIVIL,3637930.58
VIGILANCIA OSTENSIVA,19201399.7
